transaction,actual,budgeted,date,subcategory
EXCH. RATE DIFF,8.4167615,8.4167615,2020-09-30,TREASURY PAYMENTS
INTEREST LOANS,-10.16032876,-10.16032876,2020-09-30,TREASURY PAYMENTS
OTHER / TELKOM MOBILE,157.71220651,,2020-09-30,COLLECTIONS
ABSA BANK,858.19153443,826.0,2020-09-30,COLLECTIONS
FNB,26.0,,2020-09-30,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,320.6,305.0,2020-09-30,COLLECTIONS
WHOLESALE FX RECEIPTS,6.74014643,6.74014643,2020-09-30,OTHER INFLOWS
AP PAYMENTS,-1322.26660171,-1322.73032865,2020-09-30,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-117.87495,-117.87495,2020-09-30,ACCOUNTS PAYABLE
AP FOREX PAYMENTS,-396.9935481,-396.9935481,2020-09-30,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.08076723,-0.08076723,2020-09-30,ACCOUNTS PAYABLE
BCX,-350.8489751,-350.8489751,2020-09-30,ACCOUNTS PAYABLE
INTERNATIONAL ROAMING (GSM)  - ,-0.44500816,-0.44500816,2020-09-30,ACCOUNTS PAYABLE
WHOLESALE FOREX PAYMENTS,-29.42619076,-29.42619076,2020-09-30,WHOLESALE PAYMENTS
STD BANK,13.58298395,,2020-09-30,COLLECTIONS
CO TAX,-87.503829,-87.503829,2020-09-30,SARS
VAT,-120.07945326,-120.07945326,2020-09-30,SARS
FNB,26.0,,2020-09-30,COLLECTIONS
ABSA BANK,858.19153443,826.0,2020-09-30,COLLECTIONS
EXCH. RATE DIFF,8.4167615,8.4167615,2020-09-30,TREASURY PAYMENTS
INTEREST LOANS,-10.16032876,-10.16032876,2020-09-30,TREASURY PAYMENTS
OTHER ,0.22712369,,2020-09-30,STAFF COSTS
STD BANK,13.58298395,,2020-09-30,COLLECTIONS
OTHER EMPLOYEE COSTS,-4.98012721,-4.98012721,2020-09-30,STAFF COSTS
MEDICAL SCHEMES incl. PENSIONERS,-27.1548833,-27.1548833,2020-09-30,STAFF COSTS
VAT,-120.07945326,-120.07945326,2020-09-30,SARS
CO TAX,-87.503829,-87.503829,2020-09-30,SARS
PENSIONS,-0.40167809,-0.40167809,2020-09-30,STAFF COSTS
INTERNATIONAL ROAMING (GSM)  - ,-0.44500816,-0.44500816,2020-09-30,ACCOUNTS PAYABLE
BCX,-350.8489751,-350.8489751,2020-09-30,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.08076723,-0.08076723,2020-09-30,ACCOUNTS PAYABLE
AP FOREX PAYMENTS,-396.9935481,-396.9935481,2020-09-30,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-117.87495,-117.87495,2020-09-30,ACCOUNTS PAYABLE
AP PAYMENTS,-1322.26660171,-1322.73032865,2020-09-30,ACCOUNTS PAYABLE
WHOLESALE FX RECEIPTS,6.74014643,6.74014643,2020-09-30,OTHER INFLOWS
OTHER / TELKOM MOBILE,157.71220651,,2020-09-30,COLLECTIONS
WHOLESALE FOREX PAYMENTS,-29.42619076,-29.42619076,2020-09-30,WHOLESALE PAYMENTS
NEDBANK MOBILE DEBIT ORDERS,320.6,305.0,2020-09-30,COLLECTIONS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-19.09115508,-19.09115508,2020-10-01,ACCOUNTS PAYABLE
STD BANK,0.34498484,,2020-10-01,COLLECTIONS
LOCAL INTEREST ON CALL,6.44678869,6.44678869,2020-10-01,OTHER INFLOWS
AP PAYMENTS,-0.43591736,-2.24175976,2020-10-01,ACCOUNTS PAYABLE
ABSA BANK,92.22147127,140.0,2020-10-01,COLLECTIONS
INTEREST BONDS/CPs,-1.78767223,-1.78767223,2020-10-01,TREASURY PAYMENTS
INTEREST BONDS/CPs,-1.78767223,-1.78767223,2020-10-01,TREASURY PAYMENTS
SUNDRY PAYMENTS,-0.06708516,-0.06708516,2020-10-01,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-19.09115508,-19.09115508,2020-10-01,ACCOUNTS PAYABLE
AP PAYMENTS,-0.43591736,-2.24175976,2020-10-01,ACCOUNTS PAYABLE
LOCAL INTEREST ON CALL,6.44678869,6.44678869,2020-10-01,OTHER INFLOWS
SUNDRY PAYMENTS,-0.06708516,-0.06708516,2020-10-01,ACCOUNTS PAYABLE
STD BANK,0.34498484,,2020-10-01,COLLECTIONS
ABSA BANK,92.22147127,140.0,2020-10-01,COLLECTIONS
AP PAYMENTS,-0.28919857,-0.42474585,2020-10-05,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-16.67525415,-16.67525415,2020-10-05,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-16.67525415,-16.67525415,2020-10-05,ACCOUNTS PAYABLE
AP PAYMENTS,-0.28919857,-0.42474585,2020-10-05,ACCOUNTS PAYABLE
FNB,34.0,,2020-10-05,COLLECTIONS
OTHER / TELKOM MOBILE,9.87024745,,2020-10-05,COLLECTIONS
STD BANK,0.42658882,,2020-10-05,COLLECTIONS
ABSA BANK,59.6439248,43.0,2020-10-05,COLLECTIONS
FNB,34.0,,2020-10-05,COLLECTIONS
OTHER / TELKOM MOBILE,9.87024745,,2020-10-05,COLLECTIONS
ABSA BANK,59.6439248,43.0,2020-10-05,COLLECTIONS
STD BANK,0.42658882,,2020-10-05,COLLECTIONS
ABSA BANK,103.76402651,150.0,2020-10-07,COLLECTIONS
"E-FILLING (PAYE, SDL & UIF)",-97.10418399,-97.1003944126,2020-10-07,STAFF COSTS
SUNDRY PAYMENTS,-0.08543623,-0.08543623,2020-10-07,ACCOUNTS PAYABLE
AP PAYMENTS,-2.18711185,-2.3141693574,2020-10-07,ACCOUNTS PAYABLE
OTHER / TELKOM MOBILE,9.53955396,,2020-10-07,COLLECTIONS
STD BANK,0.42056586,,2020-10-07,COLLECTIONS
STD BANK,0.42056586,,2020-10-07,COLLECTIONS
ABSA BANK,103.76402651,150.0,2020-10-07,COLLECTIONS
OTHER / TELKOM MOBILE,9.53955396,,2020-10-07,COLLECTIONS
AP PAYMENTS,-2.18711185,-2.3141693574,2020-10-07,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.08543623,-0.08543623,2020-10-07,ACCOUNTS PAYABLE
"E-FILLING (PAYE, SDL & UIF)",-97.10418399,-97.1003944126,2020-10-07,STAFF COSTS
OTHER / TELKOM MOBILE,4.38012072,,2020-10-09,COLLECTIONS
ABSA BANK,105.70187473,120.0,2020-10-09,COLLECTIONS
STD BANK,1.17193519,,2020-10-09,COLLECTIONS
INTERNATIONAL ROAMING (GSM)  - ,-203.85136606,-203.79415606,2020-10-09,ACCOUNTS PAYABLE
MONEY MARKET FEES,-1.67385523,-1.67385523,2020-10-09,TREASURY PAYMENTS
AP PAYMENTS,-20.08757302,-20.35377353,2020-10-09,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.11484655,-0.15207041,2020-10-09,ACCOUNTS PAYABLE
MONEY MARKET FEES,-1.67385523,-1.67385523,2020-10-09,TREASURY PAYMENTS
STD BANK,1.17193519,,2020-10-09,COLLECTIONS
ABSA BANK,105.70187473,120.0,2020-10-09,COLLECTIONS
OTHER / TELKOM MOBILE,4.38012072,,2020-10-09,COLLECTIONS
AP PAYMENTS,-20.08757302,-20.35377353,2020-10-09,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.11484655,-0.15207041,2020-10-09,ACCOUNTS PAYABLE
INTERNATIONAL ROAMING (GSM)  - ,-203.85136606,-203.79415606,2020-10-09,ACCOUNTS PAYABLE
ABSA BANK,74.92213533,130.0,2020-10-13,COLLECTIONS
STD BANK,0.76130068,,2020-10-13,COLLECTIONS
AP PAYMENTS,-0.186009,-0.30802799,2020-10-13,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.09197201,-0.09197201,2020-10-13,ACCOUNTS PAYABLE
STD BANK,0.76130068,,2020-10-13,COLLECTIONS
SUNDRY PAYMENTS,-0.09197201,-0.09197201,2020-10-13,ACCOUNTS PAYABLE
AP PAYMENTS,-0.186009,-0.30802799,2020-10-13,ACCOUNTS PAYABLE
ABSA BANK,74.92213533,130.0,2020-10-13,COLLECTIONS
STD BANK,0.33827667,,2020-10-15,COLLECTIONS
ABSA BANK,110.39985592,76.0,2020-10-15,COLLECTIONS
FNB,17.0,,2020-10-15,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,72.01,74.0,2020-10-15,COLLECTIONS
OTHER / TELKOM MOBILE,5.66382105,,2020-10-15,COLLECTIONS
MTN / VODACOM / CELL-C / NEOTEL,59.14256106,,2020-10-15,COLLECTIONS
WHOLESALE FX RECEIPTS,8.33480902,8.33480902,2020-10-15,OTHER INFLOWS
AP PAYMENTS,-37.28465607,-38.16330203,2020-10-15,ACCOUNTS PAYABLE
AP FOREX PAYMENTS,-19.63456567,-19.63456567,2020-10-15,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.05428329,-0.05428329,2020-10-15,ACCOUNTS PAYABLE
INTERNATIONAL ROAMING (GSM)  - ,-44.93295726,-44.93295726,2020-10-15,ACCOUNTS PAYABLE
WHOLESALE FOREX PAYMENTS,-2.67164398,-2.67164398,2020-10-15,WHOLESALE PAYMENTS
STD BANK,0.33827667,,2020-10-15,COLLECTIONS
ABSA BANK,110.39985592,76.0,2020-10-15,COLLECTIONS
FNB,17.0,,2020-10-15,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,72.01,74.0,2020-10-15,COLLECTIONS
OTHER / TELKOM MOBILE,5.66382105,,2020-10-15,COLLECTIONS
MTN / VODACOM / CELL-C / NEOTEL,59.14256106,,2020-10-15,COLLECTIONS
WHOLESALE FX RECEIPTS,8.33480902,8.33480902,2020-10-15,OTHER INFLOWS
AP PAYMENTS,-37.28465607,-38.16330203,2020-10-15,ACCOUNTS PAYABLE
TELKOM MOBILE & DOMESTIC OPERATORS ,-6.54945742,-6.54945742,2020-10-15,ACCOUNTS PAYABLE
AP FOREX PAYMENTS,-19.63456567,-19.63456567,2020-10-15,ACCOUNTS PAYABLE
TELKOM MOBILE & DOMESTIC OPERATORS ,-6.54945742,-6.54945742,2020-10-15,ACCOUNTS PAYABLE
INTERNATIONAL ROAMING (GSM)  - ,-44.93295726,-44.93295726,2020-10-15,ACCOUNTS PAYABLE
WHOLESALE FOREX PAYMENTS,-2.67164398,-2.67164398,2020-10-15,WHOLESALE PAYMENTS
EXCH. RATE DIFF,-18.17249725,-19.27292092,2020-10-15,TREASURY PAYMENTS
EXCH. RATE DIFF,-18.17249725,-19.27292092,2020-10-15,TREASURY PAYMENTS
INTEREST LOANS,-24.73217824,-24.73217824,2020-10-15,TREASURY PAYMENTS
SUNDRY PAYMENTS,-0.05428329,-0.05428329,2020-10-15,ACCOUNTS PAYABLE
INTEREST LOANS,-24.73217824,-24.73217824,2020-10-15,TREASURY PAYMENTS
ABSA BANK,52.94744319,110.0,2020-10-19,COLLECTIONS
STD BANK,0.44791395,,2020-10-19,COLLECTIONS
AP PAYMENTS,-0.17292164,-0.43217025,2020-10-19,ACCOUNTS PAYABLE
STD BANK,0.44791395,,2020-10-19,COLLECTIONS
ABSA BANK,52.94744319,110.0,2020-10-19,COLLECTIONS
FNB,17.0,,2020-10-19,COLLECTIONS
AP PAYMENTS,-0.17292164,-0.43217025,2020-10-19,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-40.56782975,-40.56782975,2020-10-19,ACCOUNTS PAYABLE
FNB,17.0,,2020-10-19,COLLECTIONS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-40.56782975,-40.56782975,2020-10-19,ACCOUNTS PAYABLE
STD BANK,15.50551857,,2020-10-21,COLLECTIONS
STD BANK,15.50551857,,2020-10-21,COLLECTIONS
ABSA BANK,42.02851638,70.0,2020-10-21,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,34.94,,2020-10-21,COLLECTIONS
AP PAYMENTS,-1.82226216,-1.95429914,2020-10-21,ACCOUNTS PAYABLE
INTERNATIONAL ROAMING (GSM)  - ,-18.23276997,-18.23276997,2020-10-21,ACCOUNTS PAYABLE
INTERNATIONAL ROAMING (GSM)  - ,-18.23276997,-18.23276997,2020-10-21,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.11332068,-0.11293089,2020-10-21,ACCOUNTS PAYABLE
AP PAYMENTS,-1.82226216,-1.95429914,2020-10-21,ACCOUNTS PAYABLE
NEDBANK MOBILE DEBIT ORDERS,34.94,,2020-10-21,COLLECTIONS
ABSA BANK,42.02851638,70.0,2020-10-21,COLLECTIONS
SUNDRY PAYMENTS,-0.11332068,-0.11293089,2020-10-21,ACCOUNTS PAYABLE
AP PAYMENTS,-11.54840601,-10.89084,2020-10-23,ACCOUNTS PAYABLE
FNB,16.0,,2020-10-23,COLLECTIONS
ABSA BANK,74.1165873099999,130.0,2020-10-23,COLLECTIONS
STD BANK,1.48008492,,2020-10-23,COLLECTIONS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-11.30704142,-11.30704142,2020-10-23,ACCOUNTS PAYABLE
SALARIES,-164.07464338,-164.07464338,2020-10-23,STAFF COSTS
OTHER ,0.03471615,,2020-10-23,STAFF COSTS
VSP/VERP,-14.715649,-14.715649,2020-10-23,STAFF COSTS
OTHER EMPLOYEE COSTS,-1.09481695,-1.09481695,2020-10-23,STAFF COSTS
SUNDRY PAYMENTS,-0.07609738,-0.15837682,2020-10-23,ACCOUNTS PAYABLE
BONDS,-9.85863243,-9.85863243,2020-10-23,STAFF COSTS
SUNDRY PAYMENTS,-0.07609738,-0.15837682,2020-10-23,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-11.30704142,-11.30704142,2020-10-23,ACCOUNTS PAYABLE
AP PAYMENTS,-11.54840601,-10.89084,2020-10-23,ACCOUNTS PAYABLE
FNB,16.0,,2020-10-23,COLLECTIONS
ABSA BANK,74.1165873099999,130.0,2020-10-23,COLLECTIONS
STD BANK,1.48008492,,2020-10-23,COLLECTIONS
SALARIES,-164.07464338,-164.07464338,2020-10-23,STAFF COSTS
BONDS,-9.85863243,-9.85863243,2020-10-23,STAFF COSTS
OTHER EMPLOYEE COSTS,-1.09481695,-1.09481695,2020-10-23,STAFF COSTS
VSP/VERP,-14.715649,-14.715649,2020-10-23,STAFF COSTS
OTHER ,0.03471615,,2020-10-23,STAFF COSTS
STD BANK,0.73428535,,2020-10-27,COLLECTIONS
OTHER ,0.01549016,,2020-10-27,STAFF COSTS
SUNDRY PAYMENTS,-0.09318261,-0.09318261,2020-10-27,ACCOUNTS PAYABLE
AP PAYMENTS,-0.59339338,-0.70681739,2020-10-27,ACCOUNTS PAYABLE
NEDBANK MOBILE DEBIT ORDERS,100.8,,2020-10-27,COLLECTIONS
ABSA BANK,104.90982482,120.0,2020-10-27,COLLECTIONS
OTHER ,0.01549016,,2020-10-27,STAFF COSTS
SUNDRY PAYMENTS,-0.09318261,-0.09318261,2020-10-27,ACCOUNTS PAYABLE
AP PAYMENTS,-0.59339338,-0.70681739,2020-10-27,ACCOUNTS PAYABLE
NEDBANK MOBILE DEBIT ORDERS,100.8,,2020-10-27,COLLECTIONS
ABSA BANK,104.90982482,120.0,2020-10-27,COLLECTIONS
STD BANK,0.73428535,,2020-10-27,COLLECTIONS
STD BANK,15.1566761,,2020-10-29,COLLECTIONS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-27.07104343,-27.07104343,2020-10-29,ACCOUNTS PAYABLE
ABSA BANK,125.40802024,240.0,2020-10-29,COLLECTIONS
SUNDRY PAYMENTS,-0.04767107,-0.04767107,2020-10-29,ACCOUNTS PAYABLE
AP PAYMENTS,-0.53702804,-1.3312855,2020-10-29,ACCOUNTS PAYABLE
MONEY MARKET FEES,-0.33438439,-0.33438439,2020-10-29,TREASURY PAYMENTS
SUNDRY PAYMENTS,-0.04767107,-0.04767107,2020-10-29,ACCOUNTS PAYABLE
MONEY MARKET FEES,-0.33438439,-0.33438439,2020-10-29,TREASURY PAYMENTS
AP PAYMENTS,-0.53702804,-1.3312855,2020-10-29,ACCOUNTS PAYABLE
MTN / VODACOM / CELL-C / NEOTEL,52.39526793,,2020-10-29,COLLECTIONS
ABSA BANK,125.40802024,240.0,2020-10-29,COLLECTIONS
STD BANK,15.1566761,,2020-10-29,COLLECTIONS
MTN / VODACOM / CELL-C / NEOTEL,52.39526793,,2020-10-29,COLLECTIONS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-27.07104343,-27.07104343,2020-10-29,ACCOUNTS PAYABLE
STD BANK,0.79938507,,2020-12-01,COLLECTIONS
FNB,50.0,,2020-12-01,COLLECTIONS
LOCAL INTEREST ON CALL,6.83258904,6.83258904,2020-12-01,OTHER INFLOWS
AP PAYMENTS,-0.73791722,-0.833995549999997,2020-12-01,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-144.26732501,-144.26732501,2020-12-01,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.09867944,-0.09867944,2020-12-01,ACCOUNTS PAYABLE
INTEREST BONDS/CPs,-1.82876712,-1.82876712,2020-12-01,TREASURY PAYMENTS
FOREX PURCHASES,152.2062195,,2020-12-01,TREASURY PAYMENTS
FOREX PURCHASES,152.2062195,,2020-12-01,TREASURY PAYMENTS
ABSA BANK,124.10636843,90.0,2020-12-01,COLLECTIONS
OTHER ,0.06885323,,2020-12-01,STAFF COSTS
OTHER ,0.06885323,,2020-12-01,STAFF COSTS
SUNDRY PAYMENTS,-0.09867944,-0.09867944,2020-12-01,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-144.26732501,-144.26732501,2020-12-01,ACCOUNTS PAYABLE
AP PAYMENTS,-0.73791722,-0.833995549999997,2020-12-01,ACCOUNTS PAYABLE
LOCAL INTEREST ON CALL,6.83258904,6.83258904,2020-12-01,OTHER INFLOWS
FNB,50.0,,2020-12-01,COLLECTIONS
ABSA BANK,124.10636843,90.0,2020-12-01,COLLECTIONS
STD BANK,0.79938507,,2020-12-01,COLLECTIONS
INTEREST BONDS/CPs,-1.82876712,-1.82876712,2020-12-01,TREASURY PAYMENTS
STD BANK,0.43415874,,2020-12-03,COLLECTIONS
AP PAYMENTS,-2.32303461,-2.50584042,2020-12-03,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.09415958,-0.09415958,2020-12-03,ACCOUNTS PAYABLE
MONEY MARKET FEES,-0.04726027,-0.04726027,2020-12-03,TREASURY PAYMENTS
ABSA BANK,79.61429229,90.0,2020-12-03,COLLECTIONS
MONEY MARKET FEES,-0.04726027,-0.04726027,2020-12-03,TREASURY PAYMENTS
AP PAYMENTS,-2.32303461,-2.50584042,2020-12-03,ACCOUNTS PAYABLE
ABSA BANK,79.61429229,90.0,2020-12-03,COLLECTIONS
STD BANK,0.43415874,,2020-12-03,COLLECTIONS
SUNDRY PAYMENTS,-0.09415958,-0.09415958,2020-12-03,ACCOUNTS PAYABLE
ABSA BANK,51.3113639,105.0,2020-12-07,COLLECTIONS
"E-FILLING (PAYE, SDL & UIF)",-61.72897189,-61.72897189,2020-12-07,STAFF COSTS
MONEY MARKET SWAP,-5.54660208,-5.54660208,2020-12-07,TREASURY PAYMENTS
INTEREST BONDS/CPs,-7.57455079,-7.57455079,2020-12-07,TREASURY PAYMENTS
FOREX PURCHASES,-1.13921814,,2020-12-07,TREASURY PAYMENTS
FOREX PURCHASES,-1.13921814,,2020-12-07,TREASURY PAYMENTS
INTEREST BONDS/CPs,-7.57455079,-7.57455079,2020-12-07,TREASURY PAYMENTS
MONEY MARKET SWAP,-5.54660208,-5.54660208,2020-12-07,TREASURY PAYMENTS
"E-FILLING (PAYE, SDL & UIF)",-61.72897189,-61.72897189,2020-12-07,STAFF COSTS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-21.59365859,-21.59365859,2020-12-07,ACCOUNTS PAYABLE
AP PAYMENTS,-0.15879423,-0.37736952,2020-12-07,ACCOUNTS PAYABLE
STD BANK,0.39326117,,2020-12-07,COLLECTIONS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-21.59365859,-21.59365859,2020-12-07,ACCOUNTS PAYABLE
ABSA BANK,51.3113639,105.0,2020-12-07,COLLECTIONS
STD BANK,0.39326117,,2020-12-07,COLLECTIONS
AP PAYMENTS,-0.15879423,-0.37736952,2020-12-07,ACCOUNTS PAYABLE
MONEY MARKET FEES,-0.61360875,-0.61360875,2020-12-09,TREASURY PAYMENTS
INTEREST BONDS/CPs,-3.18936301,-3.18936301,2020-12-09,TREASURY PAYMENTS
MONEY MARKET SWAP,-1.665549315,-1.665549315,2020-12-09,TREASURY PAYMENTS
SUNDRY PAYMENTS,-0.15559452,-0.15396,2020-12-09,ACCOUNTS PAYABLE
ABSA BANK,46.32161984,85.0,2020-12-09,COLLECTIONS
STD BANK,0.43677726,,2020-12-09,COLLECTIONS
FNB,17.0,,2020-12-09,COLLECTIONS
AP PAYMENTS,-5.84217129,-5.94604,2020-12-09,ACCOUNTS PAYABLE
MONEY MARKET FEES,-0.61360875,-0.61360875,2020-12-09,TREASURY PAYMENTS
MONEY MARKET SWAP,-1.665549315,-1.665549315,2020-12-09,TREASURY PAYMENTS
SUNDRY PAYMENTS,-0.15559452,-0.15396,2020-12-09,ACCOUNTS PAYABLE
AP PAYMENTS,-5.84217129,-5.94604,2020-12-09,ACCOUNTS PAYABLE
FNB,17.0,,2020-12-09,COLLECTIONS
ABSA BANK,46.32161984,85.0,2020-12-09,COLLECTIONS
STD BANK,0.43677726,,2020-12-09,COLLECTIONS
INTEREST BONDS/CPs,-3.18936301,-3.18936301,2020-12-09,TREASURY PAYMENTS
INTEREST LOANS,-12.06688699,-12.06688699,2020-12-11,TREASURY PAYMENTS
OTHER ,-40.0,-40.0,2020-12-11,STAFF COSTS
SUNDRY PAYMENTS,-0.17274865,-0.21034271,2020-12-11,ACCOUNTS PAYABLE
AP PAYMENTS,-17.99896596,-18.08965729,2020-12-11,ACCOUNTS PAYABLE
MTN / VODACOM / CELL-C / NEOTEL,19.5982186,,2020-12-11,COLLECTIONS
ABSA BANK,108.15782711,180.0,2020-12-11,COLLECTIONS
MTN / VODACOM / CELL-C / NEOTEL,19.5982186,,2020-12-11,COLLECTIONS
AP PAYMENTS,-17.99896596,-18.08965729,2020-12-11,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.17274865,-0.21034271,2020-12-11,ACCOUNTS PAYABLE
OTHER ,-40.0,-40.0,2020-12-11,STAFF COSTS
INTEREST LOANS,-12.06688699,-12.06688699,2020-12-11,TREASURY PAYMENTS
ABSA BANK,108.15782711,180.0,2020-12-11,COLLECTIONS
STD BANK,0.51600891,,2020-12-11,COLLECTIONS
STD BANK,0.51600891,,2020-12-11,COLLECTIONS
MTN / VODACOM / CELL-C / NEOTEL,16.47350338,,2020-12-15,COLLECTIONS
STD BANK,0.76376925,,2020-12-15,COLLECTIONS
ABSA BANK,126.3174046,180.0,2020-12-15,COLLECTIONS
FNB,21.0,,2020-12-15,COLLECTIONS
NEDBANK MOBILE DEBIT ORDERS,82.84,,2020-12-15,COLLECTIONS
WHOLESALE FX RECEIPTS,13.59344934,13.59344934,2020-12-15,OTHER INFLOWS
AP FOREX PAYMENTS,-54.10343806,-54.10343806,2020-12-15,ACCOUNTS PAYABLE
EXCH. RATE DIFF,63.361025944,64.51587027,2020-12-15,TREASURY PAYMENTS
OTHER ,-5.0,-5.0,2020-12-15,STAFF COSTS
UNIONS,-0.309911,-0.309911,2020-12-15,STAFF COSTS
WHOLESALE FOREX PAYMENTS,-9.92494482,-9.92494482,2020-12-15,WHOLESALE PAYMENTS
INTERNATIONAL ROAMING (GSM)  - ,-42.57387301,-42.57387301,2020-12-15,ACCOUNTS PAYABLE
BCX,-0.93308488,-0.93308486,2020-12-15,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.10280586,-0.10280586,2020-12-15,ACCOUNTS PAYABLE
AP FOREX PAYMENTS,-54.10343806,-54.10343806,2020-12-15,ACCOUNTS PAYABLE
AP PAYMENTS,-189.46181316,-185.78032527,2020-12-15,ACCOUNTS PAYABLE
WHOLESALE FX RECEIPTS,13.59344934,13.59344934,2020-12-15,OTHER INFLOWS
AP PAYMENTS,-189.46181316,-185.78032527,2020-12-15,ACCOUNTS PAYABLE
NEDBANK MOBILE DEBIT ORDERS,82.84,,2020-12-15,COLLECTIONS
FNB,21.0,,2020-12-15,COLLECTIONS
ABSA BANK,126.3174046,180.0,2020-12-15,COLLECTIONS
STD BANK,0.76376925,,2020-12-15,COLLECTIONS
MTN / VODACOM / CELL-C / NEOTEL,16.47350338,,2020-12-15,COLLECTIONS
BCX,-0.93308488,-0.93308486,2020-12-15,ACCOUNTS PAYABLE
UNIONS,-0.309911,-0.309911,2020-12-15,STAFF COSTS
WHOLESALE FOREX PAYMENTS,-9.92494482,-9.92494482,2020-12-15,WHOLESALE PAYMENTS
INTERNATIONAL ROAMING (GSM)  - ,-42.57387301,-42.57387301,2020-12-15,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.10280586,-0.10280586,2020-12-15,ACCOUNTS PAYABLE
OTHER ,-5.0,-5.0,2020-12-15,STAFF COSTS
EXCH. RATE DIFF,63.361025944,64.51587027,2020-12-15,TREASURY PAYMENTS
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-32.364900829999996,-32.36190083,2020-12-18,ACCOUNTS PAYABLE
BONDS,-9.352591630000001,-9.35259163,2020-12-18,STAFF COSTS
ABSA BANK,78.69718018,80.0,2020-12-18,COLLECTIONS
STD BANK,0.772201,,2020-12-18,COLLECTIONS
SALARIES,-176.3584925,-176.3584925,2020-12-18,STAFF COSTS
VSP/VERP,-107.14677094,-107.14677094,2020-12-18,STAFF COSTS
OTHER EMPLOYEE COSTS,-1.0697885,-0.95720106,2020-12-18,STAFF COSTS
VSP/VERP,-107.14677094,-107.14677094,2020-12-18,STAFF COSTS
OTHER ,96.94549127,,2020-12-18,STAFF COSTS
SUNDRY PAYMENTS,-0.16337346,-0.2,2020-12-18,ACCOUNTS PAYABLE
AP PAYMENTS,-62.64208114,-30.74068249,2020-12-18,ACCOUNTS PAYABLE
OTHER ,96.94549127,,2020-12-18,STAFF COSTS
ABSA BANK,78.69718018,80.0,2020-12-18,COLLECTIONS
AP PAYMENTS,-62.64208114,-30.74068249,2020-12-18,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-32.364900829999996,-32.36190083,2020-12-18,ACCOUNTS PAYABLE
SUNDRY PAYMENTS,-0.16337346,-0.2,2020-12-18,ACCOUNTS PAYABLE
BONDS,-9.352591630000001,-9.35259163,2020-12-18,STAFF COSTS
SALARIES,-176.3584925,-176.3584925,2020-12-18,STAFF COSTS
OTHER EMPLOYEE COSTS,-1.0697885,-0.95720106,2020-12-18,STAFF COSTS
STD BANK,0.772201,,2020-12-18,COLLECTIONS
SUNDRY PAYMENTS,-0.1082695,,2020-12-22,ACCOUNTS PAYABLE
ABSA BANK,72.18554343,95.0,2020-12-22,COLLECTIONS
STD BANK,1.07039767,,2020-12-22,COLLECTIONS
STD BANK,1.07039767,,2020-12-22,COLLECTIONS
ABSA BANK,72.18554343,95.0,2020-12-22,COLLECTIONS
SUNDRY PAYMENTS,-0.1082695,,2020-12-22,ACCOUNTS PAYABLE
BIDVEST/BROLL/ EXCELLERATE PAYMENTS,-118.74832301000001,-118.51348832,2020-12-24,ACCOUNTS PAYABLE
